,t,px,psi_px
9908,37.0,-7.9587,1.465e-17
19636,75.0,-7.9587,2.637e-17
49332,191.0,-7.9587,1.401e-05
24244,93.0,-7.9587,3.913e-17
948,2.0,-7.9587,8.823e-18
25013,96.0,-7.854,4.096e-10
31925,123.0,-7.854,1.321e-08
9141,34.0,-7.854,1.551e-11
2229,7.0,-7.854,1.108e-17
10933,41.0,-7.854,5.716e-11
4533,16.0,-7.854,1.27e-17
42421,164.0,-7.854,1.848e-06
4021,14.0,-7.854,1.222e-17
29109,112.0,-7.854,3.543e-09
40373,156.0,-7.854,1.004e-06
48821,189.0,-7.854,1.514e-05
9397,35.0,-7.854,2.064e-11
25269,97.0,-7.854,4.437e-10
51381,199.0,-7.854,3.865e-05
32181,124.0,-7.854,1.574e-08
31157,120.0,-7.854,7.829e-09
49589,192.0,-7.854,1.75e-05
47541,184.0,-7.854,1.128e-05
4277,15.0,-7.854,1.247e-17
11189,42.0,-7.854,4.198e-11
11701,44.0,-7.854,8.93e-12
26293,101.0,-7.854,8.772e-10
30133,116.0,-7.854,4.637e-09
18869,72.0,-7.854,2.564e-11
42165,163.0,-7.854,1.61e-06
39861,154.0,-7.854,8.423e-07
19125,73.0,-7.854,2.939e-11
19381,74.0,-7.854,3.417e-11
9653,36.0,-7.854,1.141e-11
11445,43.0,-7.854,2.133e-11
32437,125.0,-7.854,1.934e-08
40117,155.0,-7.854,8.834e-07
40629,157.0,-7.854,1.08e-06
22197,85.0,-7.854,1.346e-10
32693,126.0,-7.854,2.311e-08
47285,183.0,-7.854,8.676e-06
24501,94.0,-7.854,3.418e-10
42677,165.0,-7.854,1.868e-06
35253,136.0,-7.854,1.11e-07
23989,92.0,-7.854,2.639e-10
7349,27.0,-7.854,1.507e-17
37045,143.0,-7.854,3.56e-07
6069,22.0,-7.854,1.367e-17
16565,63.0,-7.854,8.197e-12
14517,55.0,-7.854,2.471e-12
20917,80.0,-7.854,8.281e-11
34997,135.0,-7.854,8.185e-08
45749,177.0,-7.854,3.059e-06
23221,89.0,-7.854,1.732e-10
44213,171.0,-7.854,2.771e-06
37301,144.0,-7.854,4.53e-07
20661,79.0,-7.854,7.04e-11
16821,64.0,-7.854,9.66e-12
14261,54.0,-7.854,1.49e-12
7605,28.0,-7.854,4.642e-16
30901,119.0,-7.854,6.52e-09
43957,170.0,-7.854,2.588e-06
24245,93.0,-7.854,2.929e-10
17077,65.0,-7.854,9.283e-12
46005,178.0,-7.854,3.707e-06
949,2.0,-7.854,1.05e-17
44469,172.0,-7.854,2.635e-06
14005,53.0,-7.854,1.144e-12
28341,109.0,-7.854,2.403e-09
5813,21.0,-7.854,1.342e-17
34741,134.0,-7.854,6.079e-08
27317,105.0,-7.854,1.6e-09
1717,5.0,-7.854,1.091e-17
50101,194.0,-7.854,2.388e-05
37557,145.0,-7.854,4.815e-07
7861,29.0,-7.854,1.247e-13
14773,56.0,-7.854,1.093e-11
50613,196.0,-7.854,2.809e-05
36021,139.0,-7.854,1.776e-07
27829,107.0,-7.854,1.712e-09
3253,11.0,-7.854,1.178e-17
15541,59.0,-7.854,4.094e-12
44981,174.0,-7.854,3.036e-06
6581,24.0,-7.854,1.391e-17
15797,60.0,-7.854,4.845e-11
23733,91.0,-7.854,2.314e-10
50357,195.0,-7.854,2.684e-05
6837,25.0,-7.854,1.424e-17
36277,140.0,-7.854,1.949e-07
35765,138.0,-7.854,1.714e-07
45237,175.0,-7.854,2.901e-06
15285,58.0,-7.854,3.327e-12
30645,118.0,-7.854,5.958e-09
23477,90.0,-7.854,1.994e-10
16053,61.0,-7.854,8.952e-12
1205,3.0,-7.854,1.057e-17
36789,142.0,-7.854,3.105e-07
27573,106.0,-7.854,1.525e-09
45493,176.0,-7.854,3.573e-06
28085,108.0,-7.854,2.289e-09
6325,23.0,-7.854,1.378e-17
16309,62.0,-7.854,6.751e-12
7093,26.0,-7.854,1.447e-17
15029,57.0,-7.854,4.04e-12
35509,137.0,-7.854,1.212e-07
21685,83.0,-7.854,1.021e-10
36533,141.0,-7.854,2.309e-07
44725,173.0,-7.854,2.959e-06
1461,4.0,-7.854,1.068e-17
48565,188.0,-7.854,1.245e-05
437,0.0,-7.854,1.004e-17
37813,146.0,-7.854,4.659e-07
49077,190.0,-7.854,1.734e-05
43189,167.0,-7.854,2.132e-06
693,1.0,-7.854,1.029e-17
51125,198.0,-7.854,3.424e-05
8629,32.0,-7.854,4.558e-11
22709,87.0,-7.854,1.467e-10
1973,6.0,-7.854,1.101e-17
33461,129.0,-7.854,2.929e-08
46773,181.0,-7.854,4.468e-06
39093,151.0,-7.854,6.337e-07
24757,95.0,-7.854,4.182e-10
2997,10.0,-7.854,1.165e-17
12469,47.0,-7.854,7.594e-13
29621,114.0,-7.854,3.705e-09
28853,111.0,-7.854,3.089e-09
18357,70.0,-7.854,2.153e-11
21173,81.0,-7.854,1.05e-10
42933,166.0,-7.854,1.845e-06
11957,45.0,-7.854,7.154e-12
22453,86.0,-7.854,1.304e-10
3509,12.0,-7.854,1.201e-17
32949,127.0,-7.854,2.621e-08
20405,78.0,-7.854,6.401e-11
39605,153.0,-7.854,8.161e-07
12725,48.0,-7.854,1.226e-12
26549,102.0,-7.854,1.002e-09
47029,182.0,-7.854,6.051e-06
12213,46.0,-7.854,5.998e-12
4789,17.0,-7.854,1.277e-17
33205,128.0,-7.854,2.733e-08
39349,152.0,-7.854,8.071e-07
8885,33.0,-7.854,1.903e-11
18613,71.0,-7.854,5.773e-11
34485,133.0,-7.854,5.564e-08
18101,69.0,-7.854,1.487e-11
38837,150.0,-7.854,5.57e-07
50869,197.0,-7.854,3.195e-05
13749,52.0,-7.854,6.916e-12
2741,9.0,-7.854,1.156e-17
29877,115.0,-7.854,4.404e-09
5557,20.0,-7.854,1.33e-17
17333,66.0,-7.854,1.255e-11
38069,147.0,-7.854,4.872e-07
34229,132.0,-7.854,4.916e-08
13493,51.0,-7.854,3.708e-11
43701,169.0,-7.854,2.488e-06
27061,104.0,-7.854,1.269e-09
46261,179.0,-7.854,3.683e-06
8117,30.0,-7.854,1.093e-11
22965,88.0,-7.854,1.581e-10
25781,99.0,-7.854,5.873e-10
17589,67.0,-7.854,1.221e-11
28597,110.0,-7.854,2.793e-09
5045,18.0,-7.854,1.296e-17
49845,193.0,-7.854,2.202e-05
33717,130.0,-7.854,3.716e-08
12981,49.0,-7.854,1.354e-12
30389,117.0,-7.854,5.538e-09
38581,149.0,-7.854,5.117e-07
26805,103.0,-7.854,1.069e-09
8373,31.0,-7.854,7.421e-11
43445,168.0,-7.854,2.292e-06
46517,180.0,-7.854,3.619e-06
5301,19.0,-7.854,1.322e-17
13237,50.0,-7.854,3.198e-12
33973,131.0,-7.854,4.259e-08
38325,148.0,-7.854,5.268e-07
17845,68.0,-7.854,1.351e-11
19637,75.0,-7.854,4.26e-11
48309,187.0,-7.854,1.217e-05
41909,162.0,-7.854,1.674e-06
3765,13.0,-7.854,1.215e-17
2485,8.0,-7.854,1.132e-17
10677,40.0,-7.854,1.754e-11
41653,161.0,-7.854,1.506e-06
47797,185.0,-7.854,1.161e-05
48053,186.0,-7.854,1.125e-05
10165,38.0,-7.854,1.982e-12
10421,39.0,-7.854,1.343e-12
9909,37.0,-7.854,8.121e-12
19893,76.0,-7.854,4.891e-11
29365,113.0,-7.854,3.71e-09
41141,159.0,-7.854,1.238e-06
51637,200.0,-7.854,3.918e-05
181,0.0,-7.854,1.004e-17
20149,77.0,-7.854,5.804e-11
31413,121.0,-7.854,8.247e-09
40885,158.0,-7.854,1.064e-06
26037,100.0,-7.854,7.158e-10
31669,122.0,-7.854,1.046e-08
49333,191.0,-7.854,1.627e-05
25525,98.0,-7.854,4.942e-10
21941,84.0,-7.854,1.135e-10
41397,160.0,-7.854,1.374e-06
21429,82.0,-7.854,9.934e-11
13494,51.0,-7.7493,7.976e-18
43702,169.0,-7.7493,1.329e-06
41910,162.0,-7.7493,4.49e-07
4534,16.0,-7.7493,4.928e-18
34230,132.0,-7.7493,3.835e-11
13750,52.0,-7.7493,8.09e-18
15030,57.0,-7.7493,8.634e-18
20150,77.0,-7.7493,1.162e-17
2742,9.0,-7.7493,4.508e-18
47542,184.0,-7.7493,9.794e-06
438,0.0,-7.7493,3.938e-18
9142,34.0,-7.7493,6.277e-18
28086,108.0,-7.7493,5.442e-15
38070,147.0,-7.7493,2.807e-09
7094,26.0,-7.7493,5.629e-18
50870,197.0,-7.7493,3.047e-05
29878,115.0,-7.7493,7.011e-14
42166,163.0,-7.7493,5.768e-07
47798,185.0,-7.7493,1.072e-05
35510,137.0,-7.7493,1.353e-10
32694,126.0,-7.7493,6.801e-12
17334,66.0,-7.7493,9.653e-18
25782,99.0,-7.7493,3.09e-16
25014,96.0,-7.7493,5.782e-17
5558,20.0,-7.7493,5.213e-18
6326,23.0,-7.7493,5.448e-18
48566,188.0,-7.7493,1.158e-05
11190,42.0,-7.7493,7.031e-18
12470,47.0,-7.7493,7.523e-18
42678,165.0,-7.7493,6.746e-07
23478,90.0,-7.7493,2.378e-17
30646,118.0,-7.7493,2.673e-13
39606,153.0,-7.7493,2.002e-08
33974,131.0,-7.7493,2.408e-11
13238,50.0,-7.7493,7.891e-18
49334,191.0,-7.7493,1.545e-05
16054,61.0,-7.7493,9.373e-18
5302,19.0,-7.7493,5.173e-18
26550,102.0,-7.7493,5.147e-16
15286,58.0,-7.7493,8.636e-18
46518,180.0,-7.7493,9.858e-06
45238,175.0,-7.7493,5.244e-06
43446,168.0,-7.7493,1.224e-06
18614,71.0,-7.7493,1.036e-17
41398,160.0,-7.7493,3.108e-07
24502,94.0,-7.7493,3.624e-17
21686,83.0,-7.7493,1.293e-17
38326,148.0,-7.7493,3.734e-09
11958,45.0,-7.7493,7.386e-18
19382,74.0,-7.7493,1.153e-17
41142,159.0,-7.7493,2.174e-07
46262,179.0,-7.7493,7.096e-06
8118,30.0,-7.7493,5.92e-18
22454,86.0,-7.7493,1.513e-17
1462,4.0,-7.7493,4.188e-18
3510,12.0,-7.7493,4.668e-18
36534,141.0,-7.7493,4.638e-10
44726,173.0,-7.7493,3.438e-06
22966,88.0,-7.7493,2.167e-17
17590,67.0,-7.7493,9.79e-18
28598,110.0,-7.7493,1.469e-14
32950,127.0,-7.7493,8.302e-12
20406,78.0,-7.7493,1.273e-17
27062,104.0,-7.7493,7.975e-16
9654,36.0,-7.7493,6.522e-18
34486,133.0,-7.7493,6.212e-11
48822,189.0,-7.7493,1.308e-05
37046,143.0,-7.7493,9.33e-10
9398,35.0,-7.7493,6.397e-18
7606,28.0,-7.7493,5.79e-18
29110,112.0,-7.7493,2.758e-14
7350,27.0,-7.7493,5.775e-18
50102,194.0,-7.7493,2.241e-05
41654,161.0,-7.7493,3.561e-07
10422,39.0,-7.7493,6.771e-18
26294,101.0,-7.7493,4.46e-16
1718,5.0,-7.7493,4.258e-18
23990,92.0,-7.7493,2.834e-17
48054,186.0,-7.7493,1.213e-05
9910,37.0,-7.7493,6.52e-18
42422,164.0,-7.7493,5.43e-07
35254,136.0,-7.7493,8.002e-11
40118,155.0,-7.7493,6.35e-08
27318,105.0,-7.7493,1.777e-15
14262,54.0,-7.7493,8.362e-18
20662,79.0,-7.7493,1.214e-17
20918,80.0,-7.7493,1.533e-17
34998,135.0,-7.7493,8.128e-11
14518,55.0,-7.7493,8.353e-18
21430,82.0,-7.7493,1.247e-17
45750,177.0,-7.7493,5.771e-06
32438,125.0,-7.7493,4.747e-12
26038,100.0,-7.7493,2.76e-16
19126,73.0,-7.7493,1.047e-17
23222,89.0,-7.7493,1.801e-17
44214,171.0,-7.7493,2.185e-06
37302,144.0,-7.7493,1.094e-09
16566,63.0,-7.7493,9.426e-18
31414,121.0,-7.7493,8.328e-13
10166,38.0,-7.7493,6.704e-18
6070,22.0,-7.7493,5.384e-18
16822,64.0,-7.7493,9.357e-18
34742,134.0,-7.7493,5.843e-11
4278,15.0,-7.7493,4.896e-18
51382,199.0,-7.7493,3.604e-05
1206,3.0,-7.7493,4.155e-18
2486,8.0,-7.7493,4.438e-18
30902,119.0,-7.7493,3.539e-13
3766,13.0,-7.7493,4.763e-18
7862,29.0,-7.7493,5.959e-18
36790,142.0,-7.7493,7.574e-10
27574,106.0,-7.7493,1.898e-15
18870,72.0,-7.7493,1.052e-17
25270,97.0,-7.7493,6.416e-17
37814,146.0,-7.7493,1.68e-09
35766,138.0,-7.7493,2.25e-10
25526,98.0,-7.7493,9.969e-17
39862,154.0,-7.7493,4.426e-08
45494,176.0,-7.7493,4.98e-06
49078,190.0,-7.7493,1.455e-05
50614,196.0,-7.7493,2.958e-05
24246,93.0,-7.7493,2.962e-17
17078,65.0,-7.7493,9.686e-18
43958,170.0,-7.7493,1.666e-06
5814,21.0,-7.7493,5.276e-18
44470,172.0,-7.7493,2.238e-06
47286,183.0,-7.7493,9.86e-06
2230,7.0,-7.7493,4.374e-18
40886,158.0,-7.7493,1.867e-07
31158,120.0,-7.7493,5.365e-13
28342,109.0,-7.7493,5.972e-15
32182,124.0,-7.7493,2.797e-12
14774,56.0,-7.7493,8.742e-18
49590,192.0,-7.7493,1.741e-05
14006,53.0,-7.7493,8.287e-18
950,2.0,-7.7493,4.111e-18
46006,178.0,-7.7493,7.41e-06
11702,44.0,-7.7493,7.235e-18
16310,62.0,-7.7493,9.03e-18
40374,156.0,-7.7493,1.246e-07
37558,145.0,-7.7493,1.408e-09
17846,68.0,-7.7493,1.004e-17
11446,43.0,-7.7493,7.15e-18
31926,123.0,-7.7493,1.826e-12
4022,14.0,-7.7493,4.839e-18
33718,130.0,-7.7493,1.944e-11
46774,181.0,-7.7493,1.007e-05
38838,150.0,-7.7493,6.727e-09
49846,193.0,-7.7493,1.941e-05
6582,24.0,-7.7493,5.519e-18
18358,70.0,-7.7493,1.005e-17
36278,140.0,-7.7493,4.086e-10
21174,81.0,-7.7493,2.511e-17
19638,75.0,-7.7493,1.091e-17
19894,76.0,-7.7493,1.185e-17
12982,49.0,-7.7493,7.922e-18
182,0.0,-7.7493,3.938e-18
10678,40.0,-7.7493,6.848e-18
15798,60.0,-7.7493,8.863e-18
12214,46.0,-7.7493,7.543e-18
30390,117.0,-7.7493,2.718e-13
33462,129.0,-7.7493,1.393e-11
6838,25.0,-7.7493,5.583e-18
8630,32.0,-7.7493,6.141e-18
48310,187.0,-7.7493,1.156e-05
51638,200.0,-7.7493,4.113e-05
22198,85.0,-7.7493,1.71e-17
22710,87.0,-7.7493,1.576e-17
1974,6.0,-7.7493,4.33e-18
15542,59.0,-7.7493,9.216e-18
10934,41.0,-7.7493,6.983e-18
23734,91.0,-7.7493,4.424e-17
42934,166.0,-7.7493,8.274e-07
3254,11.0,-7.7493,4.63e-18
51126,198.0,-7.7493,3.346e-05
5046,18.0,-7.7493,5.103e-18
50358,195.0,-7.7493,2.591e-05
4790,17.0,-7.7493,5.004e-18
694,1.0,-7.7493,4.034e-18
26806,103.0,-7.7493,5.009e-16
8886,33.0,-7.7493,6.274e-18
39350,152.0,-7.7493,1.15e-08
18102,69.0,-7.7493,1.03e-17
21942,84.0,-7.7493,1.393e-17
36022,139.0,-7.7493,3.341e-10
47030,182.0,-7.7493,1.009e-05
43190,167.0,-7.7493,1.046e-06
31670,122.0,-7.7493,1.182e-12
38582,149.0,-7.7493,4.553e-09
44982,174.0,-7.7493,4.391e-06
29622,114.0,-7.7493,5.151e-14
8374,31.0,-7.7493,6.03e-18
40630,157.0,-7.7493,1.263e-07
33206,128.0,-7.7493,1.245e-11
27830,107.0,-7.7493,2.566e-15
2998,10.0,-7.7493,4.571e-18
28854,111.0,-7.7493,1.319e-14
30134,116.0,-7.7493,1.099e-13
29366,113.0,-7.7493,3.57e-14
12726,48.0,-7.7493,7.608e-18
24758,95.0,-7.7493,6.367e-17
39094,151.0,-7.7493,9.446e-09
25527,98.0,-7.6445,3.63e-17
48823,189.0,-7.6445,2.339e-05
11703,44.0,-7.6445,9.284e-18
40375,156.0,-7.6445,3.555e-07
16311,62.0,-7.6445,1.158e-17
12727,48.0,-7.6445,9.737e-18
30903,119.0,-7.6445,2.407e-13
15543,59.0,-7.6445,1.115e-17
951,2.0,-7.6445,5.328e-18
32183,124.0,-7.6445,1.958e-12
50359,195.0,-7.6445,5.019e-05
19895,76.0,-7.6445,1.433e-17
14007,53.0,-7.6445,1.018e-17
49591,192.0,-7.6445,3.253e-05
4535,16.0,-7.6445,6.383e-18
51127,198.0,-7.6445,6.432e-05
49079,190.0,-7.6445,2.492e-05
50615,196.0,-7.6445,5.988e-05
46007,178.0,-7.6445,1.085e-05
18871,72.0,-7.6445,1.319e-17
27575,106.0,-7.6445,3.58e-16
44983,174.0,-7.6445,6.924e-06
7863,29.0,-7.6445,7.584e-18
36791,142.0,-7.6445,2.422e-09
3767,13.0,-7.6445,6.144e-18
8887,33.0,-7.6445,8.018e-18
3255,11.0,-7.6445,6.037e-18
25271,97.0,-7.6445,3.023e-17
183,0.0,-7.6445,5.113e-18
37815,146.0,-7.6445,9.255e-09
2487,8.0,-7.6445,5.809e-18
34487,133.0,-7.6445,4.883e-11
35767,138.0,-7.6445,4.596e-10
25783,99.0,-7.6445,8.101e-17
24247,93.0,-7.6445,2.13e-17
1207,3.0,-7.6445,5.37e-18
6583,24.0,-7.6445,7.084e-18
39351,152.0,-7.6445,9.434e-08
39863,154.0,-7.6445,2.282e-07
695,1.0,-7.6445,5.257e-18
17079,65.0,-7.6445,1.178e-17
43959,170.0,-7.6445,3.506e-06
45495,176.0,-7.6445,9.528e-06
12471,47.0,-7.6445,9.483e-18
17847,68.0,-7.6445,1.232e-17
37559,145.0,-7.6445,7.201e-09
9399,35.0,-7.6445,8.175e-18
26039,100.0,-7.6445,7.225e-17
2999,10.0,-7.6445,5.929e-18
37047,143.0,-7.6445,3.533e-09
40119,155.0,-7.6445,2.641e-07
28855,111.0,-7.6445,2.853e-15
14263,54.0,-7.6445,1.064e-17
16823,64.0,-7.6445,1.171e-17
20663,79.0,-7.6445,1.408e-17
37303,144.0,-7.6445,5.855e-09
6071,22.0,-7.6445,6.929e-18
27831,107.0,-7.6445,4.311e-16
10167,38.0,-7.6445,8.511e-18
46775,181.0,-7.6445,1.146e-05
10679,40.0,-7.6445,8.711e-18
29623,114.0,-7.6445,2.235e-14
39095,151.0,-7.6445,6.566e-08
44215,171.0,-7.6445,4.054e-06
23223,89.0,-7.6445,1.835e-17
19127,73.0,-7.6445,1.329e-17
24759,95.0,-7.6445,2.622e-17
32439,125.0,-7.6445,3.27e-12
36023,139.0,-7.6445,7.284e-10
45751,177.0,-7.6445,1.067e-05
21943,84.0,-7.6445,1.527e-17
14519,55.0,-7.6445,1.056e-17
31415,121.0,-7.6445,5.708e-13
21431,82.0,-7.6445,1.459e-17
34999,135.0,-7.6445,1.009e-10
20919,80.0,-7.6445,1.525e-17
16567,63.0,-7.6445,1.163e-17
40887,158.0,-7.6445,5.355e-07
7607,28.0,-7.6445,7.463e-18
29111,112.0,-7.6445,5.977e-15
14775,56.0,-7.6445,1.073e-17
8631,32.0,-7.6445,7.734e-18
28343,109.0,-7.6445,1.138e-15
31159,120.0,-7.6445,4.24e-13
1975,6.0,-7.6445,5.59e-18
2231,7.0,-7.6445,5.671e-18
10935,41.0,-7.6445,8.775e-18
9911,37.0,-7.6445,8.362e-18
47287,183.0,-7.6445,1.409e-05
13751,52.0,-7.6445,1.037e-17
5815,21.0,-7.6445,6.857e-18
42935,166.0,-7.6445,2.845e-06
4279,15.0,-7.6445,6.344e-18
51383,199.0,-7.6445,5.377e-05
7351,27.0,-7.6445,7.36e-18
27319,105.0,-7.6445,4.164e-16
35255,136.0,-7.6445,1.59e-10
42423,164.0,-7.6445,2.054e-06
33463,129.0,-7.6445,9.821e-12
48055,186.0,-7.6445,1.932e-05
4023,14.0,-7.6445,6.25e-18
23991,92.0,-7.6445,2.227e-17
1719,5.0,-7.6445,5.546e-18
21687,83.0,-7.6445,1.552e-17
26295,101.0,-7.6445,9.642e-17
10423,39.0,-7.6445,8.611e-18
18359,70.0,-7.6445,1.267e-17
21175,81.0,-7.6445,1.692e-17
50103,194.0,-7.6445,4.193e-05
19639,75.0,-7.6445,1.308e-17
34743,134.0,-7.6445,6.447e-11
44471,172.0,-7.6445,5.144e-06
43191,167.0,-7.6445,2.813e-06
46263,179.0,-7.6445,1.191e-05
42679,165.0,-7.6445,2.479e-06
30647,118.0,-7.6445,1.097e-13
32951,127.0,-7.6445,5.492e-12
48311,187.0,-7.6445,2.172e-05
27063,104.0,-7.6445,1.551e-16
35511,137.0,-7.6445,3.077e-10
13239,50.0,-7.6445,9.92e-18
23735,91.0,-7.6445,2.63e-17
20151,77.0,-7.6445,1.381e-17
40631,157.0,-7.6445,4.909e-07
13495,51.0,-7.6445,1.004e-17
11447,43.0,-7.6445,8.95e-18
439,0.0,-7.6445,5.113e-18
49335,191.0,-7.6445,2.568e-05
15031,57.0,-7.6445,1.088e-17
5047,18.0,-7.6445,6.617e-18
17591,67.0,-7.6445,1.247e-17
38583,149.0,-7.6445,2.822e-08
4791,17.0,-7.6445,6.514e-18
20407,78.0,-7.6445,1.419e-17
5303,19.0,-7.6445,6.666e-18
9143,34.0,-7.6445,8.159e-18
31671,122.0,-7.6445,6.567e-13
11959,45.0,-7.6445,9.212e-18
33975,131.0,-7.6445,2.497e-11
19383,74.0,-7.6445,1.367e-17
41143,159.0,-7.6445,6.726e-07
28599,110.0,-7.6445,2.574e-15
33719,130.0,-7.6445,1.623e-11
44727,173.0,-7.6445,6.298e-06
22967,88.0,-7.6445,1.906e-17
36535,141.0,-7.6445,1.487e-09
6839,25.0,-7.6445,7.236e-18
3511,12.0,-7.6445,6.1e-18
49847,193.0,-7.6445,3.12e-05
36279,140.0,-7.6445,8.115e-10
38327,148.0,-7.6445,2.88e-08
22455,86.0,-7.6445,1.573e-17
38071,147.0,-7.6445,1.97e-08
1463,4.0,-7.6445,5.459e-18
12983,49.0,-7.6445,9.556e-18
8119,30.0,-7.6445,7.709e-18
12215,46.0,-7.6445,9.379e-18
23479,90.0,-7.6445,2.438e-17
24503,94.0,-7.6445,2.345e-17
41911,162.0,-7.6445,1.723e-06
41655,161.0,-7.6445,1.208e-06
9655,36.0,-7.6445,8.13e-18
39607,153.0,-7.6445,1.396e-07
22199,85.0,-7.6445,1.842e-17
51639,200.0,-7.6445,5.612e-05
16055,61.0,-7.6445,1.144e-17
6327,23.0,-7.6445,6.985e-18
34231,132.0,-7.6445,3.302e-11
41399,160.0,-7.6445,7.888e-07
18103,69.0,-7.6445,1.285e-17
47799,185.0,-7.6445,1.555e-05
7095,26.0,-7.6445,7.294e-18
11191,42.0,-7.6445,8.831e-18
50871,197.0,-7.6445,6.41e-05
45239,175.0,-7.6445,7.563e-06
33207,128.0,-7.6445,1.083e-11
43447,168.0,-7.6445,2.989e-06
48567,188.0,-7.6445,2.12e-05
8375,31.0,-7.6445,7.687e-18
29879,115.0,-7.6445,2.815e-14
32695,126.0,-7.6445,4.511e-12
46519,180.0,-7.6445,1.282e-05
17335,66.0,-7.6445,1.215e-17
30391,117.0,-7.6445,1.132e-13
47543,184.0,-7.6445,1.467e-05
2743,9.0,-7.6445,5.837e-18
15799,60.0,-7.6445,1.125e-17
38839,150.0,-7.6445,4.177e-08
43703,169.0,-7.6445,3.026e-06
5559,20.0,-7.6445,6.741e-18
28087,108.0,-7.6445,9.053e-16
47031,182.0,-7.6445,1.227e-05
26551,102.0,-7.6445,1.166e-16
18615,71.0,-7.6445,1.237e-17
31927,123.0,-7.6445,1.394e-12
30135,116.0,-7.6445,3.879e-14
22711,87.0,-7.6445,1.552e-17
15287,58.0,-7.6445,1.108e-17
26807,103.0,-7.6445,1.338e-16
42167,163.0,-7.6445,1.953e-06
29367,113.0,-7.6445,1.537e-14
25015,96.0,-7.6445,2.462e-17
7608,28.0,-7.5398,5.994e-18
31672,122.0,-7.5398,1.015e-12
29112,112.0,-7.5398,9.412e-15
50104,194.0,-7.5398,4.409e-05
21432,82.0,-7.5398,1.163e-17
10680,40.0,-7.5398,7.048e-18
30392,117.0,-7.5398,2.048e-13
49848,193.0,-7.5398,3.905e-05
18616,71.0,-7.5398,1.097e-17
38328,148.0,-7.5398,3.497e-08
35000,135.0,-7.5398,1.497e-10
28600,110.0,-7.5398,5.656e-15
11448,43.0,-7.5398,7.119e-18
12472,47.0,-7.5398,7.595e-18
17848,68.0,-7.5398,9.615e-18
10424,39.0,-7.5398,6.917e-18
12984,49.0,-7.5398,7.851e-18
8376,31.0,-7.5398,6.292e-18
33976,131.0,-7.5398,5.088e-11
3000,10.0,-7.5398,4.859e-18
43448,168.0,-7.5398,4.758e-06
29624,114.0,-7.5398,2.586e-14
5304,19.0,-7.5398,5.401e-18
46776,181.0,-7.5398,1.449e-05
49336,191.0,-7.5398,3.495e-05
20408,78.0,-7.5398,1.117e-17
44216,171.0,-7.5398,6.332e-06
39096,151.0,-7.5398,1.173e-07
26552,102.0,-7.5398,1.511e-16
37304,144.0,-7.5398,7.994e-09
20664,79.0,-7.5398,1.135e-17
47032,182.0,-7.5398,1.828e-05
24760,95.0,-7.5398,3.27e-17
33208,128.0,-7.5398,1.887e-11
13240,50.0,-7.5398,7.836e-18
38584,149.0,-7.5398,5.298e-08
23224,89.0,-7.5398,1.619e-17
16824,64.0,-7.5398,9.251e-18
14264,54.0,-7.5398,8.228e-18
32440,125.0,-7.5398,3.485e-12
40120,155.0,-7.5398,3.992e-07
46520,180.0,-7.5398,1.065e-05
45752,177.0,-7.5398,9.342e-06
28856,111.0,-7.5398,5.949e-15
32952,127.0,-7.5398,8.073e-12
9400,35.0,-7.5398,6.458e-18
39608,153.0,-7.5398,1.813e-07
24504,94.0,-7.5398,2.311e-17
17592,67.0,-7.5398,9.985e-18
13752,52.0,-7.5398,8.22e-18
33720,130.0,-7.5398,3.22e-11
18872,72.0,-7.5398,1.015e-17
7864,29.0,-7.5398,6.114e-18
8888,33.0,-7.5398,6.461e-18
3768,13.0,-7.5398,5.015e-18
26808,103.0,-7.5398,2.065e-16
2488,8.0,-7.5398,4.715e-18
38840,150.0,-7.5398,8.732e-08
43704,169.0,-7.5398,5.74e-06
696,1.0,-7.5398,4.328e-18
9144,34.0,-7.5398,6.481e-18
4792,17.0,-7.5398,5.266e-18
17080,65.0,-7.5398,9.492e-18
38072,147.0,-7.5398,2.675e-08
184,0.0,-7.5398,4.222e-18
19896,76.0,-7.5398,1.059e-17
34232,132.0,-7.5398,5.06e-11
24248,93.0,-7.5398,1.993e-17
43960,170.0,-7.5398,5.949e-06
32696,126.0,-7.5398,4.991e-12
25528,98.0,-7.5398,4.502e-17
4536,16.0,-7.5398,5.195e-18
18104,69.0,-7.5398,9.929e-18
30904,119.0,-7.5398,3.064e-13
12728,48.0,-7.5398,7.668e-18
48824,189.0,-7.5398,2.838e-05
50872,197.0,-7.5398,5.708e-05
43192,167.0,-7.5398,3.787e-06
17336,66.0,-7.5398,9.561e-18
29880,115.0,-7.5398,3.687e-14
39352,152.0,-7.5398,1.298e-07
5560,20.0,-7.5398,5.462e-18
39864,154.0,-7.5398,2.775e-07
34488,133.0,-7.5398,6.895e-11
37816,146.0,-7.5398,1.569e-08
22712,87.0,-7.5398,1.286e-17
25016,96.0,-7.5398,2.662e-17
49080,190.0,-7.5398,2.97e-05
18360,70.0,-7.5398,9.718e-18
46008,178.0,-7.5398,1.03e-05
2744,9.0,-7.5398,4.81e-18
46264,179.0,-7.5398,1.017e-05
5816,21.0,-7.5398,5.555e-18
41656,161.0,-7.5398,1.527e-06
8120,30.0,-7.5398,6.223e-18
51384,199.0,-7.5398,6.673e-05
25784,99.0,-7.5398,1.316e-16
42936,166.0,-7.5398,3.133e-06
1976,6.0,-7.5398,4.613e-18
